date,Embalse Santa Juana
2017-01-01,0.0005696024745702744
2017-02-01,0.00015114154666662216
2017-03-01,3.733113408088684e-05
2017-04-01,0.0003979206085205078
2017-05-01,0.04420852288603783
2017-06-01,0.027766050770878792
2017-07-01,0.0004739072173833847
2017-08-01,0.007358323782682419
2017-09-01,0.00023088045418262482
2017-10-01,0.0001518595963716507
2017-11-01,0.00015562307089567184
2017-12-01,6.29667192697525e-05
2018-01-01,6.247032433748245e-05
2018-02-01,4.5472756028175354e-05
2018-03-01,2.643093466758728e-05
2018-04-01,0.0016642976552248001
2018-05-01,0.0005245991051197052
2018-06-01,0.00933750532567501
2018-07-01,0.007297314703464508
2018-08-01,1.5264376997947693e-05
2018-09-01,3.021303564310074e-05
2018-10-01,1.214444637298584e-06
2018-11-01,1.6644597053527832e-05
2018-12-01,0.0001976238563656807
2019-01-01,8.663162589073181e-06
2019-02-01,1.055002212524414e-05
2019-03-01,0.0006031021475791931
2019-04-01,0.005694087594747543
2019-05-01,0.0002828054130077362
2019-06-01,6.4091756939888e-05
2019-07-01,0.00030364468693733215
2019-08-01,1.6732141375541687e-05
2019-09-01,0.0028457697480916977
2019-10-01,0.0001746099442243576
2019-11-01,0.00010361894965171814
2019-12-01,5.0514936447143555e-06
2020-01-01,3.092177212238312e-05
2020-02-01,1.2971460819244385e-05
2020-03-01,0.0007386393845081329
2020-04-01,0.000436367467045784
2020-05-01,0.0028190743178129196
2020-06-01,0.02179965004324913
